Date,AA UN Equity,AXP UN Equity,BA UN Equity,BAC UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DD UN Equity,DIS UN Equity,GE UN Equity,HD UN Equity,HPQ UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,PFE UN Equity,PG UN Equity,T UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,VZ UN Equity,WMT UN Equity,XOM UN Equity
2010/8/10,11.35,44.09,68.62,13.63,71.42,24.35,79.04,42.17,35.29,16.25,28.25,42.35,131.84,19.84,59.43,39.17,28.49,72.84,87.11,35.77,25.04,16.57,60.78,27.01,49.4,33.33,73.39,30.02,52.22,61.93
2010/8/11,10.66,42.96,65.6,13.19,68.71,23.67,77.13,40.5,34.22,15.7,27.71,40.77,129.83,19.41,58.5,37.75,28.02,71.57,84.1,34.89,24.84,16,60.27,26.55,48.96,31.99,71.27,29.56,51.02,60.39
2010/8/12,10.72,42.15,64.7,13.06,67.5,21.45,77.07,40.77,33.99,15.5,27.61,40.14,128.3,19.45,58.52,37.81,27.845,72.06,84.01,35.04,24.51,16.2,59.99,26.66,49.63,32.13,70.58,30.31,50.43,60.23
2010/8/13,10.64,41.73,64.84,13.23,68.01,21.36,77.4,40.32,33.68,15.38,27.31,40.45,127.87,19.15,58.15,37.5,27.865,71.89,84.01,35,24.4,16.08,59.82,26.72,50.14,32.03,70.7,30.03,50.4,59.91
2010/8/16,10.6,41.54,64.4,13.19,68.49,21.91,77.71,40.39,33.66,15.46,27.38,40.55,127.77,19.47,58.01,37.69,27.94,71.79,83.43,34.97,24.5,16.03,59.77,26.65,49.91,31.9,70.35,29.96,50.41,59.88
2010/8/17,10.95,41.74,65.99,13.21,69.74,22.05,77.77,41.42,33.76,15.58,28.31,40.82,128.45,19.53,59.22,37.48,28.06,73.22,84.09,35.54,24.71,16.27,60.29,26.97,49.91,32.35,70.51,30.17,51.02,60.82
2010/8/18,10.93,41.69,66,13.32,69.75,22.43,77.04,41.42,33.91,15.7,28.86,41.36,129.41,19.58,59.35,37.89,27.92,73.25,83.61,35.37,24.85,16.1,60.75,27.28,50.08,32.54,69.93,30.15,50.86,60.15
2010/8/19,10.66,40.96,64.62,13.02,69.29,22.22,75.84,40.59,33.19,15.25,28.22,40.76,128.9,18.96,58.72,37.07,27.64,72.97,81.81,34.71,24.45,16.03,60.19,26.97,49.84,31.79,68.51,29.62,50.06,59.29
2010/8/20,10.57,40.76,64.6,12.87,68.86,22.23,75.05,40.34,33.05,15.03,28.17,39.85,127.5,18.91,58.74,37.14,27.65,73.08,80.66,34.44,24.23,15.92,59.98,26.45,50.09,31.61,68.12,29.37,50.22,58.89
2010/8/23,10.37,40.2,63.3,12.87,66.84,21.68,75.05,40.37,32.93,14.89,27.83,39.04,126.47,18.7,58.87,36.88,27.8,73.34,81.08,34.97,24.28,16.1,60.03,26.49,49.74,31.5,67.22,29.41,51.14,59.5
2010/8/24,10.06,39.57,60.93,12.64,65.04,21.15,73.78,39.59,32.14,14.57,27.8,38.39,124.9,18.43,58.01,36.21,27.83,72.72,80.45,34.44,24.04,15.82,59.66,26.72,49.26,31.04,65.66,29.47,51.3,58.94
2010/8/25,10.11,39.8,60.76,12.65,64.7,21.2,74.07,39.71,32.11,14.57,28.33,38.24,125.27,18.48,57.98,36.23,27.695,73.19,80.75,34.54,24.11,15.99,59.67,26.89,49.52,31.96,65.26,29.66,51.55,58.91
2010/8/26,10.01,39.73,61.32,12.47,63.95,20.7,73.33,39.49,31.94,14.5,28.38,38.22,122.78,18.18,57.8,35.63,27.58,73.16,79.78,34.48,23.82,15.9,59.54,26.7,49.03,31.85,65.05,29.5,50.97,58.48
2010/8/27,10.32,40.91,63.16,12.64,65.9,20.81,74.93,41.01,32.78,14.71,28.74,38,124.73,18.37,57.6,36.6,28.08,73.99,81,35,23.93,16.09,59.8,26.94,49.87,32.37,66.57,29.84,51,59.8
2010/8/30,10.25,39.89,62.1,12.32,64.47,20.32,73.78,40.32,32.35,14.52,27.99,38.56,123.4,17.96,57.3,35.85,27.775,72.74,79.65,34.73,23.64,15.86,59.37,26.63,48.95,31.91,65.39,29.44,50.55,59
2010/8/31,10.21,39.87,61.13,12.45,65.16,20.05,74.16,40.77,32.59,14.48,27.81,38.48,123.23,17.72,57.02,36.36,27.96,73.06,78.55,35.16,23.48,15.93,59.67,27.03,48.98,31.72,65.21,29.51,50.14,59.16
2010/9/1,10.52,41.07,62.29,13.2,68.16,20.27,76.77,42,33.51,15.01,28.67,39.21,125.77,18.15,58.31,37.71,28.655,74.54,81.01,35.62,23.91,16.29,59.8,27.35,50.31,32.59,67.37,30.26,51.22,60.91
2010/9/2,10.83,40.88,63.39,13.28,68.54,20.52,77.45,42.09,33.91,15.15,29.41,39.68,125.04,18.28,58.61,38.16,28.69,75.02,81.87,35.35,23.94,16.4,60.07,27.4,50.22,32.86,67.44,30.11,51.76,61.06
2010/9/3,10.88,41.8,64.64,13.5,70.08,21.05,78,42.51,34.67,15.4,29.85,40.34,127.58,18.43,58.93,39.17,28.78,75.09,83.48,35.59,24.32,16.45,60.29,27.44,51.03,33.91,68.26,30.2,52.04,61.32
2010/9/7,10.86,40.09,63.42,13.21,69.7,20.58,77.05,42,33.84,15.44,29.33,39.92,125.95,18.12,58.7,38.28,28.815,75.8,82.14,35.46,23.96,16.33,60.14,27.27,50.13,33.78,67.98,30.22,51.86,60.55
2010/9/8,11.07,40.07,64.5,13.37,70.74,20.64,77.25,42.39,33.84,15.69,29.45,38.81,126.08,17.9,58.85,39.12,28.915,76.08,82.75,35.81,23.92,16.56,60.37,27.39,49.86,33.85,68.47,30.46,51.83,60.75
2010/9/9,11.23,40.69,63.44,13.5,70.64,20.61,77.36,42.18,34.08,15.91,29.41,38.82,126.36,18,59.82,40.1,29.145,74.37,82.96,36.08,24.01,16.77,60.29,27.81,50.27,34.02,68.62,30.84,51.91,61.05
2010/9/10,11.17,40.19,63.84,13.55,71.26,20.62,78.82,42.29,34.15,15.98,29.68,38.28,127.99,17.97,59.98,39.76,29.26,75.01,83.94,36.65,23.85,16.99,60.4,27.83,50.06,34.49,68.89,30.82,51.97,61.2
2010/9/13,11.51,41.22,64.19,13.95,72.24,21.25,79.25,42.8,34.27,16.25,29.98,38.26,129.61,18.53,60.31,41.15,29.015,74.57,84.86,36.21,25.07,16.97,60.48,27.93,50.44,34.72,68.79,30.9,52.22,61
2010/9/14,11.49,40.38,62.76,13.68,71.83,21.45,79.51,42.67,34.05,16.16,29.97,39.29,128.85,18.74,60.58,40.72,28.795,73.94,84.63,36.52,25.03,17.08,60.64,27.93,51.02,34.61,68.72,30.91,52.66,61.01
2010/9/15,11.44,40.85,62.73,13.71,72.13,21.59,79.21,42.93,34.21,16.34,29.94,39.61,129.43,18.72,61.05,40.98,28.71,74.71,84.58,36.52,25.09,17.27,61.11,28,52.49,34.27,68.27,31.19,52.86,61
2010/9/16,11.26,40.96,62.58,13.55,72,21.92,79.05,43.38,34.17,16.23,29.95,40.35,129.67,18.97,61.29,40.99,28.755,74.8,84.95,36.43,25.33,17.16,61.11,28.11,52.7,34.24,68.53,31.42,53.15,60.97
2010/9/17,11.18,41.37,62.95,13.41,73.17,21.9,78.43,43.95,34.52,16.28,29.91,39.17,130.19,18.83,61.55,40.05,28.785,74.32,86.08,36.33,25.22,17.06,60.97,28.17,52.68,34.14,69.53,31.68,53.01,60.78
2010/9/20,11.39,43.12,63.72,13.74,74.75,21.75,79.9,44.61,34.9,16.55,30.65,39.39,131.79,18.93,62.09,41.17,28.985,75.11,87.41,36.54,25.44,17.27,61.43,28.54,53.56,34.93,70.37,32.09,53.54,61.58
2010/9/21,11.17,42.78,64.23,13.65,76.39,21.66,79.75,44.83,34.5,16.52,30.9,39.92,131.98,19.13,61.94,40.59,29.055,75.51,86.55,36.72,25.16,17.15,61.52,28.61,52.93,35.26,70.6,32.32,53.57,61.54
2010/9/22,11.7,42.79,63.9,13.42,76.18,21.67,79.25,44.62,33.99,16.5,30.88,39.55,132.57,19.01,61.97,39.94,29.115,75.13,86.63,36.96,24.61,17.22,61.79,28.59,52.33,35.68,70.58,32.39,53.82,61.45
2010/9/23,11.74,42.36,62.65,13.17,76.26,21.53,78.54,44.42,33.12,16.14,30.84,40.15,131.67,18.98,61.81,39.1,28.935,74.64,85.53,36.66,24.43,17.04,61.22,28.51,52.4,35.44,69.8,32.17,53.65,61.15
2010/9/24,12.2,43.13,64.6,13.6,79.73,22.09,80.12,45.58,33.58,16.66,31.66,41.02,134.15,19.43,62.17,39.77,29.31,75.1,86.96,37.34,24.78,17.41,61.64,28.58,53.12,35.73,71.5,32.64,54.08,61.75
2010/9/27,12.07,43.44,63.89,13.24,79.54,22.09,80.08,45.3,33.29,16.43,31.6,41.26,134.65,19.23,62.03,39.05,29.3,74.76,86.19,37.13,24.72,17.17,61.04,28.87,52.16,35.35,70.91,32.86,53.48,61.71
2010/9/28,12.21,43.69,64.52,13.27,79.67,21.88,80.88,45.67,33.22,16.44,31.81,41.63,134.89,19.5,62.43,38.95,29.55,74.63,87.04,37.25,24.68,17.41,60.62,28.92,52.69,35.04,71.6,32.72,53.82,62.06
2010/9/29,12.08,43.01,65.97,13.11,79.99,21.87,81.28,44.53,33.01,16.36,31.81,42.53,135.48,19.26,62.31,38.41,29.38,74.45,87.17,37.12,24.5,17.4,60.25,28.71,51.99,35.2,71.49,32.66,53.35,61.59
2010/9/30,12.11,42.03,66.54,13.11,78.68,21.9,81.05,44.62,33.11,16.25,31.68,42.07,134.14,19.23,61.96,38.07,29.26,74.51,86.71,36.81,24.49,17.17,59.97,28.6,52.1,35.11,71.23,32.59,53.52,61.79
2010/10/1,12.23,41.78,66.83,13.3,78.22,21.91,81.95,44.85,33.34,16.36,31.82,40.77,135.64,19.32,61.75,38.81,29.56,74.92,87.62,36.6,24.38,17.18,60.16,28.81,52.12,35.43,71.13,32.89,53.36,62.54
2010/10/4,11.92,39.05,66.33,13.15,77.27,21.76,81.31,44.42,33.14,16.1,31.67,40.64,135.25,18.87,61.67,38.95,29.44,74.95,86.7,36.52,23.91,16.9,59.96,28.86,52.12,34.54,70.53,33.03,53.57,62.19
2010/10/5,12.15,38.29,68.6,13.56,79.4,22.03,83.39,45.77,33.86,16.51,31.75,40.84,137.66,19.17,62.84,39.61,29.83,75.82,88.86,37.02,24.39,17.24,60.82,29.37,52.87,35.07,72.51,33.57,54.02,63.26
2010/10/6,12.37,38.02,68.58,13.39,79.08,22.3,83.89,45.87,33.72,16.9,31.74,40.74,137.84,19.31,63.21,39.9,29.9,75.56,89.89,37.01,24.43,17.26,60.87,28.62,52.82,33.95,72.87,33.36,54.56,63.94
2010/10/7,12.2,37.82,68.46,13.31,78.74,22.39,83.52,46.23,33.91,17.05,31.74,40.81,138.72,19.4,63.22,39.52,29.72,75.86,88.9,36.71,24.53,17.38,60.8,28.25,52.61,34.34,72.78,32.93,54.36,63.85
2010/10/8,12.89,37.99,69.23,13.18,80.37,22.48,83.94,46.66,34.51,17.12,31.89,41.15,138.85,19.52,63.23,39.31,29.705,76.1,89.16,36.91,24.57,17.46,61.86,28.22,52.81,34.35,72.91,32.83,54.41,64.38
2010/10/11,12.93,37.94,69.99,13.15,79.98,22.47,83.71,46.09,34.57,16.96,31.79,41.2,139.66,19.56,63.3,39.73,29.78,75.59,88.25,36.86,24.59,17.38,62.14,28.32,52.95,34.65,72.93,32.99,54.61,64.55
2010/10/12,13.2,38.54,70.22,13.52,79.34,22.61,83.84,46.29,34.48,17.19,31.43,41.35,139.85,19.76,63.29,40.42,29.8,75.58,88.15,36.64,24.83,17.47,62.02,28.39,52.82,35.02,72.98,32.54,53.92,64.7
2010/10/13,13.37,39.26,71.47,13.29,80.29,23.18,83.67,46.88,34.91,17.28,31,42.21,140.37,19.24,63.58,39.84,29.97,75.75,89.14,37.16,25.31,17.73,62.63,28.47,53.41,35.32,74.18,32.21,53.82,65.04
2010/10/14,13.13,39.44,71.36,12.6,79.91,23.08,83.9,46.49,34.85,17.17,30.81,42.13,141.5,19.32,63.74,38.72,29.955,77.04,89.07,37.15,25.23,17.67,62.8,28.5,53.46,35.78,74.15,32.44,53.25,65.3
2010/10/15,13.13,39.09,70.11,11.98,79.75,23.37,83.61,46.67,34.88,16.3,30.7,42.8,141.06,19.32,63.57,37.15,29.97,77.48,89.14,36.95,25.54,17.74,62.76,28.33,53.63,35.98,74.1,32.43,53.35,65.19
2010/10/18,13.14,39.55,70.23,12.34,80.24,23.32,84.48,47.11,34.75,16.25,30.53,43.32,142.83,19.2,63.86,38.22,30,77.32,89.66,37.23,25.82,17.79,63.35,28.62,54.4,36.25,74.56,32.59,53.76,66.28
2010/10/19,12.67,39.3,69.05,11.8,78.55,22.97,82.79,45.98,34.24,16.07,30.41,42.83,138.03,19.22,63.29,37.69,30.17,76.99,88.57,36.52,25.09,17.39,63.18,28.21,53.76,35.3,73.61,32.16,53.32,65.12
2010/10/20,12.95,39.73,71.36,11.75,80.32,23.4,84.02,47.08,34.62,16.05,30.73,42.82,139.07,19.64,63.6,38.1,30.575,77.41,89.47,36.99,25.31,17.66,63.37,28.61,54.64,36.73,73.92,32.64,53.47,66.01
2010/10/21,12.78,40.27,71.5,11.36,78.89,23.27,84.25,47.13,34.68,16.1,31.81,42.4,139.83,19.77,63.99,37.7,30.735,78.44,90.55,37.1,25.4,17.62,63.51,28.34,54.98,36.49,74.97,32.52,54.02,66.32
2010/10/22,12.73,39.03,71.26,11.44,78.33,23.49,84.55,46.83,34.97,16.07,31.48,42.88,139.75,19.84,63.81,37.73,30.805,78.55,90.44,37.1,25.39,17.51,63.4,28.29,55.1,37.26,74.94,32.09,54.09,66.34
2010/10/25,12.88,39.3,71.66,11.16,79.05,23.61,84.87,47.7,35.46,16.06,31.4,42.88,139.84,19.87,63.98,37.07,30.505,78.7,90.9,37.42,25.19,17.62,63.54,28.36,55.59,37.56,75.01,32.35,53.95,66.2
2010/10/26,12.87,40.1,71.3,11.3,78.65,23.395,85.15,47.22,35.96,16.16,31.29,42.95,140.67,20.04,63.84,37.2,30.62,78.76,90.47,37.07,25.9,17.49,62.86,28.31,55.03,37.57,74.67,32.5,54.56,66.53
2010/10/27,12.7,40.68,70.86,11.54,78.22,23.29,84.31,46.96,35.92,16.11,30.9,42.39,141.43,20.19,63.57,37.54,30.595,77.48,90.37,36.46,26.05,17.28,63.08,28.35,54.73,35.93,74.46,32.51,53.87,65.67
2010/10/28,12.65,41.22,71.27,11.53,77.74,23.19,84.44,47.03,36.51,16.08,31.19,42.66,140.9,20.47,63.56,37.51,30.605,77.48,85.07,36.94,26.28,17.57,63.19,28.5,54.74,36.25,74.7,32.41,54.08,66.22
2010/10/29,13.13,41.46,70.64,11.44,78.6,22.83,82.61,47.28,36.11,16.02,30.88,42.06,143.6,20.07,63.67,37.63,30.66,77.77,84.22,36.28,26.64,17.4,63.57,28.5,55.2,36.05,74.77,32.47,54.17,66.47
2010/11/1,13.05,41.56,70.48,11.5,79.27,22.92,81.45,46.9,36.03,15.95,30.71,42.49,143.32,20.57,63.69,37.42,30.855,77.88,83.98,36.25,26.95,17.62,63.62,28.72,55.77,36.11,74.64,32.4,54.31,66.95
2010/11/2,13.24,42.39,69.78,11.4,79.75,23.19,82.15,47.42,36.11,15.94,31.51,42.9,143.84,20.37,63.88,36.96,30.93,78.4,84.8,36.61,27.4,17.46,64.02,28.94,55.52,37,75.25,32.8,54.79,67.84
2010/11/3,13.14,42.07,68.94,11.52,79.88,23.71,82.7,47.06,36.29,16.06,31.46,43.81,144.17,20.48,64.19,37.72,30.975,78.5,85.3,36.51,27.03,17.59,64.31,29.06,55.91,36.66,75.05,32.99,54.91,67.97
2010/11/4,13.6,43.73,70.85,12.13,83.18,24.21,85.14,48.36,37.03,16.51,31.94,44.07,146.79,20.97,64.76,39.8,31.225,79.18,87.04,36.65,27.14,17.38,65,29.44,57.24,36.8,76.24,33.52,55.36,69.38
2010/11/5,14,44.07,71.27,12.36,83.54,24.26,84.98,48.18,37.2,16.73,31.92,43.72,146.92,21.24,64.65,40.94,31.29,79.3,86.34,35.7,26.85,17.18,65,29.27,57.44,36.86,76.75,33.43,55.2,70
2010/11/8,13.96,43.9,70.21,12.6,83.12,24.41,84.8,48.37,37.06,16.71,31.49,44.25,146.46,21.22,64.33,40.51,31.23,79.31,85.86,35.62,26.81,17.06,64.75,29.18,56.58,37.12,76.63,33.17,54.91,70.32
2010/11/9,13.75,43.36,69.25,12.27,81.91,24.35,83.56,47.61,36.86,16.62,31.47,44.12,146.14,21.16,64.31,39.9,31.32,79.1,85.3,35.05,26.95,16.99,64.81,29.18,56.58,36.98,76.69,33.01,55.05,70.63
2010/11/10,13.89,43.56,67.07,12.57,82.46,24.51,85.17,47.19,36.99,16.55,31.68,44.16,146.55,21.03,63.95,40.63,31.275,79.5,86.25,34.98,26.95,16.84,64.57,29.06,56.76,37.16,76.15,32.85,54.51,71.16
2010/11/11,13.81,43.35,65.37,12.37,82.44,20.58,86.09,47.19,35.86,16.35,31.7,43.06,145.43,21.21,63.9,40.02,31.4,79.7,86.5,35.18,26.7,16.98,64.36,28.82,56.41,37.47,75.39,32.63,54.34,71.83
2010/11/12,13.49,42.7,63.09,12.12,81.04,20.15,85.44,46.52,37.75,16.25,31.44,42.21,143.74,21.53,63.67,39.61,31.46,78.85,86.24,34.71,26.27,16.85,64.33,28.46,56.31,36.67,74.88,32.56,54.13,70.99
2010/11/15,13.4,42.7,63.61,12.1,81.82,19.97,84.86,46.31,37.25,16.2,31.41,42.52,143.64,21.3,64.13,40.12,31.48,79.07,86.2,34.54,26.24,16.76,64.29,28.63,56.78,35.47,75.31,32.77,53.95,70.48
2010/11/16,13.03,41.93,62.78,11.94,80.37,19.43,82.48,45.68,36.92,15.86,31.71,41.8,142.24,21.07,63.14,39.61,31.04,77.42,84.24,34.1,25.79,16.6,63.45,28.24,54.73,35.01,74.16,32.19,54.26,68.94
2010/11/17,12.94,41.41,62.5,11.62,81.17,19.405,82.46,45.66,37.22,15.81,30.83,40.97,141.95,21.07,63.06,39.18,31.26,78.37,83.95,34.47,25.57,16.48,63.27,27.96,55.37,35.33,73.64,32.34,53.77,69.01
2010/11/18,13.38,42.25,64.61,11.7,83.11,19.61,83.82,46.53,37.58,16.04,30.87,41.69,144.36,21.03,63.83,39.66,31.92,79.02,85.55,35.29,25.83,16.83,64.02,28.44,55.79,35.63,75.03,32.65,53.98,70.31
2010/11/19,13.38,42.75,63.59,11.66,83.97,19.62,83.94,47.1,37.01,16.22,31.22,42.48,145.05,21.14,63.83,39.42,32.16,79.64,85.01,35.33,25.7,16.8,64.05,28.32,55.49,36,75.31,32.59,54.4,70.54
2010/11/22,13.29,42.22,64.03,11.3,84,19.56,83.45,46.8,36.95,16.03,31.09,43.25,145.39,21.27,63.62,38.51,32.135,79.52,84.9,35.59,25.74,16.63,63.56,28.29,55.03,36.46,75.11,32.5,54.38,70.19
2010/11/23,13.13,41.95,63.6,11.09,82.63,19.2,81.75,46.05,36.12,15.76,30.91,44.19,143.18,21.07,62.87,37.63,31.81,79.01,83.59,34.81,25.11,16.57,62.61,28.03,54.3,36.05,74.18,32.39,53.67,68.98
2010/11/24,13.31,43,65.41,11.28,84.69,19.45,82.93,47.06,36.87,15.94,31.16,43.74,145.81,21.38,63.29,38.16,32.305,79.48,84.66,35.15,25.38,16.69,62.6,28.14,55.11,36.18,76.09,32.35,54.01,69.88
